dttl,sttl,ackdat,tcprtt,dload,label
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.080995,0.171691,3631.067139,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.029472,0.072738,17325.19727,1
0,254,0.0,0.0,0.0,1
252,254,0.058409,0.103671,4684.858398,1
252,254,0.081452,0.141899,4605.924316,1
252,254,0.048571,0.148144,4852.033691,1
252,254,0.050083,0.059765,3836.218262,1
252,254,0.047695,0.101523,5732.036621,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.045714,0.085254,74774.39063,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.050357,0.246384,2451.057373,1
252,254,0.069163,0.183178,2124.689941,1
252,254,0.044611,0.050184,9848.859375,1
0,254,0.0,0.0,0.0,1
60,254,0.0,0.0,51263.44922,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.059999,0.134237,3190.354736,1
252,254,0.127801,0.238031,2694.189697,1
0,254,0.0,0.0,0.0,1
252,254,0.07034,0.161369,2757.721924,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.089193,0.178426,2371.338135,1
0,254,0.0,0.0,0.0,1
252,254,0.045562,0.052297,3905.167236,1
0,254,0.0,0.0,0.0,1
252,254,0.038136,0.119112,4374.345215,1
0,254,0.0,0.0,0.0,1
252,254,0.022186,0.05759,4854.397461,1
252,254,0.152771,0.254636,2924.36084,1
252,62,0.068161,0.151464,175234.9063,1
252,62,0.046522,0.092974,15322.24414,1
252,254,0.074572,0.153324,5073.059082,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.046528,0.058698,23067.37695,1
0,254,0.0,0.0,0.0,1
252,254,0.106883,0.215129,3245.65918,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.050586,0.090418,5560.088867,1
0,254,0.0,0.0,0.0,1
252,254,0.078927,0.173005,5647.844727,1
252,254,0.117918,0.200995,3350.094971,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.030794,0.064221,66535.01563,1
0,254,0.0,0.0,0.0,1
252,254,0.056577,0.06804,8383.743164,1
252,62,0.039459,0.087444,6021.056152,1
252,254,0.101267,0.204909,2044.933716,1
252,254,0.045259,0.10315,6556.657227,1
252,254,0.044199,0.050702,3716.875732,1
252,254,0.085422,0.164631,4592.964844,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.099312,0.229014,1526.767456,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.045295,0.059694,8878.62793,1
252,254,0.227275,0.368788,1189.549438,1
0,254,0.0,0.0,0.0,1
252,254,0.244797,0.445961,1701.723511,1
252,254,0.089583,0.220447,5628.774902,1
252,62,0.046342,0.052997,903380.875,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.046569,0.053916,9300.25,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.045989,0.052522,15810.37988,1
252,254,0.055248,0.110989,2427.833252,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.161329,0.336783,3955.54541,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.023243,0.072706,5859.004883,1
0,254,0.0,0.0,0.0,1
252,254,0.087962,0.128351,2609.493652,1
0,254,0.0,0.0,0.0,1
252,254,0.07314,0.165505,5298.978516,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.020849,0.053767,6042.17334,1
0,254,0.0,0.0,0.0,1
252,254,0.046332,0.133592,3264.197754,1
0,254,0.0,0.0,0.0,1
252,254,0.10051,0.255708,4366.021484,1
252,254,0.079159,0.17149,2726.806641,1
252,254,0.099669,0.187149,3681.992676,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.113375,0.20413,2782.207031,1
0,254,0.0,0.0,0.0,1
252,254,0.062225,0.12006,4875.564941,1
0,254,0.0,0.0,0.0,1
252,254,0.076218,0.135132,3028.064453,1
0,254,0.0,0.0,0.0,1
252,254,0.024692,0.059892,3491.644775,1
252,254,0.036194,0.105114,4189.741211,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.044586,0.050487,3979.882324,1
0,254,0.0,0.0,0.0,1
252,254,0.044948,0.149882,3123.805908,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.090529,0.15658,42474.47656,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.05107,0.136294,2160.277588,1
0,254,0.0,0.0,0.0,1
252,254,0.087262,0.158346,5706.515137,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.047144,0.080419,15816.61328,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.05325,0.139214,3781.560059,1
252,254,0.042568,0.088165,4687.099609,1
252,254,0.015463,0.032785,3881.957031,1
0,254,0.0,0.0,0.0,1
252,254,0.132332,0.230332,3222.12915,1
252,254,0.045694,0.052649,3974.390869,1
0,254,0.0,0.0,0.0,1
252,254,0.126585,0.198265,5723.676758,1
252,254,0.017262,0.071261,5713.793457,1
252,254,0.092057,0.247132,3793.723145,1
0,254,0.0,0.0,0.0,1
252,254,0.050501,0.071552,26669.07031,1
252,62,0.04338,0.050492,405659.625,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.032158,0.121482,6706.623047,1
0,254,0.0,0.0,0.0,1
60,254,0.0,0.0,34570.69922,1
0,254,0.0,0.0,0.0,1
252,254,0.072147,0.169908,2732.920898,1
252,254,0.054005,0.102029,1124570.625,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.040609,0.10843,4936.384277,1
252,254,0.043845,0.108932,4379.973633,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.020689,0.043956,3891.612305,1
252,254,0.01911,0.026735,7046.822266,1
252,254,0.155236,0.268774,2077.383301,1
252,254,0.041142,0.085718,2671.763184,1
0,254,0.0,0.0,0.0,1
252,254,0.066036,0.103645,5120.697754,1
0,254,0.0,0.0,0.0,1
252,254,0.044807,0.105914,6255.694336,1
0,254,0.0,0.0,0.0,1
252,254,0.056169,0.066866,5567.091309,1
252,254,0.059703,0.151968,3615.046143,1
252,254,0.107965,0.246293,3252.76416,1
0,254,0.0,0.0,0.0,1
252,254,0.109819,0.194743,4036.817871,1
252,254,0.078378,0.222529,2314.572754,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.048663,0.055643,29929.98438,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.124909,0.216355,3561.950928,1
0,254,0.0,0.0,0.0,1
252,254,0.105466,0.171705,4976.928711,1
0,254,0.0,0.0,0.0,1
252,254,0.057118,0.074346,6287.044434,1
0,254,0.0,0.0,0.0,1
252,254,0.064989,0.151449,4110.46875,1
252,254,0.047683,0.055798,11513.11523,1
252,254,0.043947,0.05082,9915.068359,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.049022,0.086252,7507.321777,1
252,254,0.036046,0.056566,3459.61377,1
252,254,0.047478,0.064416,3533.966553,1
252,254,0.087604,0.193201,4393.811523,1
252,254,0.026637,0.106305,4797.824219,1
0,254,0.0,0.0,0.0,1
252,62,0.074277,0.176929,5305.685059,1
252,254,0.099412,0.192452,4462.889648,1
252,254,0.060837,0.101824,2983.75293,1
0,254,0.0,0.0,0.0,1
252,62,0.045756,0.059617,1650178.625,1
252,254,0.060098,0.125953,5214.490234,1
0,254,0.0,0.0,0.0,1
252,254,0.085828,0.183764,2762.562988,1
252,254,0.032462,0.126179,4770.882324,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.04686,0.098437,3672.697754,1
252,62,0.05138,0.091635,21148.84766,1
0,254,0.0,0.0,0.0,1
252,254,0.045562,0.099115,4762.815918,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.148105,0.215685,1999.736694,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.082858,0.112222,3617.074463,1
252,254,0.049109,0.112582,2827.222412,1
0,254,0.0,0.0,0.0,1
252,254,0.040774,0.098749,4327.770508,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.051098,0.071611,11647.93652,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.13375,0.171838,4355.286621,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.018353,0.043127,376610.75,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.083851,0.152723,3038.326172,1
252,254,0.100118,0.239367,1929.383667,1
0,254,0.0,0.0,0.0,1
252,254,0.061123,0.136269,3609.708252,1
252,254,0.083191,0.12112,6828.227539,1
252,254,0.16456,0.249516,4320.318848,1
252,254,0.079426,0.14797,1987.241577,1
252,254,0.058986,0.121637,4930.703125,1
252,254,0.148131,0.267578,6239.313477,1
252,62,0.07601,0.171971,9706.141602,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.053307,0.147163,3515.876221,1
252,254,0.102899,0.210979,1497.476929,1
0,254,0.0,0.0,0.0,1
252,254,0.045905,0.063672,3967.168457,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.039421,0.123096,2009.807617,1
0,254,0.0,0.0,0.0,1
252,254,0.083233,0.167167,4027.64502,1
0,254,0.0,0.0,0.0,1
252,254,0.078814,0.10283,4352.325684,1
252,254,0.063621,0.139532,3900.281738,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.093257,0.216049,2576.911865,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.106285,0.18625,3830.459473,1
0,254,0.0,0.0,0.0,1
252,254,0.033734,0.078648,3331.457275,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.020169,0.074514,12324.5166,1
0,254,0.0,0.0,0.0,1
252,254,0.09041,0.233504,1800.97229,1
252,254,0.067753,0.144444,3014.541504,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.054421,0.072083,3743.503418,1
252,254,0.06594,0.122099,2802.089111,1
252,254,0.048182,0.100401,4718.421875,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.091737,0.2048,5290.051758,1
0,254,0.0,0.0,0.0,1
252,254,0.104886,0.210516,6004.131836,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.034218,0.075746,7491.889648,1
252,254,0.055192,0.196201,3323.300293,1
252,254,0.046088,0.052059,9717.37207,1
0,254,0.0,0.0,0.0,1
252,254,0.047721,0.09471,3673.75293,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.029837,0.062072,10554.68457,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.113782,0.214252,2852.040771,1
0,254,0.0,0.0,0.0,1
252,254,0.046626,0.062219,3972.633789,1
0,254,0.0,0.0,0.0,1
252,254,0.029949,0.05444,12136.10059,1
252,62,0.053754,0.096625,6368.337402,1
252,254,0.116692,0.243496,1725.575073,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.093203,0.200746,3155.629639,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.096724,0.201758,5827.902344,1
252,254,0.085166,0.234494,3172.956543,1
252,254,0.019705,0.041248,7565.458984,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.029133,0.060979,9071.029297,1
0,254,0.0,0.0,0.0,1
252,254,0.0671,0.13198,126.372681,1
0,254,0.0,0.0,0.0,1
252,254,0.05937,0.18331,3790.346436,1
0,254,0.0,0.0,0.0,1
252,254,0.071817,0.221012,1786.040894,1
252,62,0.045565,0.053657,10957.88574,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.085751,0.149533,4446.981445,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.014616,0.063446,10320.67871,1
0,254,0.0,0.0,0.0,1
252,254,0.110632,0.271181,2908.223877,1
252,254,0.074437,0.164855,2497.29126,1
0,254,0.0,0.0,0.0,1
252,254,0.05277,0.060187,8835.943359,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.075081,0.162629,6633.453125,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.077273,0.186898,4919.561035,1
252,254,0.092675,0.172206,4237.853027,1
0,254,0.0,0.0,0.0,1
252,254,0.074403,0.233102,2334.431885,1
252,254,0.034162,0.065366,6119.728516,1
0,254,0.0,0.0,0.0,1
252,254,0.052495,0.12707,6348.036621,1
252,254,0.007181,0.035425,3650.279541,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.045925,0.052162,10655.56738,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.139498,0.277004,4150.035156,1
0,254,0.0,0.0,0.0,1
252,254,0.134507,0.267957,4350.174805,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.048387,0.055437,3673.312012,1
252,62,0.045857,0.053014,25528.61133,1
252,254,0.045045,0.115101,7664.196777,1
0,254,0.0,0.0,0.0,1
252,254,0.053035,0.081745,7058.091797,1
0,254,0.0,0.0,0.0,1
252,254,0.086814,0.154293,3239.246826,1
0,254,0.0,0.0,0.0,1
252,254,0.045567,0.053042,11527.93262,1
252,254,0.053697,0.157886,1002070.063,1
252,254,0.036231,0.08745,4916.283203,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.042545,0.095119,980.750366,1
252,254,0.034261,0.104906,3764.002197,1
0,254,0.0,0.0,0.0,1
252,254,0.073551,0.152746,2926.671387,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.008034,0.027466,11028.64258,1
252,254,0.045181,0.087226,5893.360352,1
252,254,0.05336,0.112335,5803.165039,1
252,62,0.016175,0.062571,16234.99902,1
252,254,0.049332,0.084899,7961.994629,1
252,254,0.057667,0.182122,3267.483154,1
252,254,0.150267,0.207137,1373.048584,1
0,254,0.0,0.0,0.0,1
252,254,0.069533,0.131197,5693.715332,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.094034,0.194738,4159.938965,1
252,254,0.08828,0.186755,3001.509277,1
252,254,0.096724,0.201758,3770.576416,1
252,254,0.124653,0.267327,1991.711914,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.120763,0.201948,2974.141602,1
252,254,0.082534,0.210636,5234.71875,1
252,254,0.046449,0.05379,56974.79688,1
252,254,0.157533,0.283474,316.190918,1
252,254,0.062078,0.117962,4736.086914,1
0,254,0.0,0.0,0.0,1
0,0,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.082893,0.161394,5603.542969,1
252,254,0.079932,0.179377,4494.823242,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.085563,0.197406,5827.640625,1
252,254,0.077304,0.164719,2020.154175,1
252,254,0.051252,0.131808,2694.788086,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.025635,0.085167,6981.537109,1
252,62,0.01405,0.02988,763814.375,1
252,62,0.06788,0.123943,22821.89063,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.051152,0.141628,3728.532959,1
0,254,0.0,0.0,0.0,1
252,254,0.070114,0.121706,6683.774414,1
252,254,0.047449,0.053905,9374.836914,1
252,254,0.03464,0.08045,7326.007324,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.201225,0.391476,2453.748535,1
0,254,0.0,0.0,0.0,1
252,254,0.047073,0.092145,5265.336914,1
0,254,0.0,0.0,0.0,1
252,254,0.047149,0.078085,3031.162354,1
252,254,0.047693,0.074879,13872.04981,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.023573,0.069145,3751.618652,1
252,62,0.046319,0.053139,106891.2578,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.048626,0.148083,2101.157227,1
252,254,0.107821,0.200723,1033.722656,1
0,254,0.0,0.0,0.0,1
252,254,0.089454,0.355929,2355.564941,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.079332,0.148519,3947.519043,1
252,62,0.046351,0.052881,14365.47949,1
252,254,0.055165,0.062247,3964.904297,1
252,254,0.114081,0.226406,2044.12439,1
0,254,0.0,0.0,0.0,1
252,254,0.156753,0.259138,2273.301025,1
